data_status,product_instance,stage_id,stage_name,synthetic_activity_value,activity_unit,emission_factor_gCO2e_per_unit,factor_status,co2e_kg
SYNTHETIC,23,7,"International shipping (sea, container) [SYNTHETIC]",59.8,"tonne-km",16.12,CITED,0.964
SYNTHETIC,23,8,"Use-phase electricity [SYNTHETIC]",195,"kWh lifetime electricity",445,CITED,86.775
SYNTHETIC,23,9,"Repair (replacement battery) [SYNTHETIC]",0.0603,"kWh replacement-battery capacity",74000,CITED,4.462
SYNTHETIC,23,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",2.24,"kg mass processed",-1170.4,CITED,-2.622
SYNTHETIC,24,1,"Aluminium casing [SYNTHETIC]",1.047,"kg aluminium",14800,CITED,15.496
SYNTHETIC,24,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.289,"kg populated board",185714,DERIVED_FROM_CITED,53.671
SYNTHETIC,24,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0481,"kWh cell capacity",74000,CITED,3.559
SYNTHETIC,24,4,"Screen (LCD module) [SYNTHETIC]",0.0617,"m2 panel area",222000,CITED,13.697
SYNTHETIC,24,5,"Assembly electricity [SYNTHETIC]",34,"kWh factory electricity",445,CITED,15.13
SYNTHETIC,24,6,"Packaging (cardboard) [SYNTHETIC]",0.66,"kg packaging material",1199.73,CITED,0.792
SYNTHETIC,24,7,"International shipping (sea, container) [SYNTHETIC]",65.5,"tonne-km",16.12,CITED,1.056
SYNTHETIC,24,8,"Use-phase electricity [SYNTHETIC]",125,"kWh lifetime electricity",445,CITED,55.625
SYNTHETIC,24,9,"Repair (replacement battery) [SYNTHETIC]",0.0709,"kWh replacement-battery capacity",74000,CITED,5.247
SYNTHETIC,24,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",1.99,"kg mass processed",-1170.4,CITED,-2.329
SYNTHETIC,25,1,"Aluminium casing [SYNTHETIC]",1.009,"kg aluminium",14800,CITED,14.933
SYNTHETIC,25,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.379,"kg populated board",185714,DERIVED_FROM_CITED,70.386
SYNTHETIC,25,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0619,"kWh cell capacity",74000,CITED,4.581
SYNTHETIC,25,4,"Screen (LCD module) [SYNTHETIC]",0.0525,"m2 panel area",222000,CITED,11.655
SYNTHETIC,25,5,"Assembly electricity [SYNTHETIC]",32.9,"kWh factory electricity",445,CITED,14.64
SYNTHETIC,25,6,"Packaging (cardboard) [SYNTHETIC]",0.86,"kg packaging material",1199.73,CITED,1.032
SYNTHETIC,25,7,"International shipping (sea, container) [SYNTHETIC]",49.1,"tonne-km",16.12,CITED,0.791
SYNTHETIC,25,8,"Use-phase electricity [SYNTHETIC]",199,"kWh lifetime electricity",445,CITED,88.555
SYNTHETIC,25,9,"Repair (replacement battery) [SYNTHETIC]",0.057,"kWh replacement-battery capacity",74000,CITED,4.218
SYNTHETIC,25,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",1.84,"kg mass processed",-1170.4,CITED,-2.154
SYNTHETIC,26,1,"Aluminium casing [SYNTHETIC]",1.202,"kg aluminium",14800,CITED,17.79
SYNTHETIC,26,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.376,"kg populated board",185714,DERIVED_FROM_CITED,69.828
SYNTHETIC,26,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0611,"kWh cell capacity",74000,CITED,4.521
SYNTHETIC,26,4,"Screen (LCD module) [SYNTHETIC]",0.0593,"m2 panel area",222000,CITED,13.165
SYNTHETIC,26,5,"Assembly electricity [SYNTHETIC]",22.8,"kWh factory electricity",445,CITED,10.146
SYNTHETIC,26,6,"Packaging (cardboard) [SYNTHETIC]",0.6,"kg packaging material",1199.73,CITED,0.72
SYNTHETIC,26,7,"International shipping (sea, container) [SYNTHETIC]",66.2,"tonne-km",16.12,CITED,1.067
SYNTHETIC,26,8,"Use-phase electricity [SYNTHETIC]",157,"kWh lifetime electricity",445,CITED,69.865
SYNTHETIC,26,9,"Repair (replacement battery) [SYNTHETIC]",0.077,"kWh replacement-battery capacity",74000,CITED,5.698
SYNTHETIC,26,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",2.01,"kg mass processed",-1170.4,CITED,-2.353
SYNTHETIC,27,1,"Aluminium casing [SYNTHETIC]",1.255,"kg aluminium",14800,CITED,18.574
SYNTHETIC,27,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.351,"kg populated board",185714,DERIVED_FROM_CITED,65.186
SYNTHETIC,27,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0528,"kWh cell capacity",74000,CITED,3.907
SYNTHETIC,27,4,"Screen (LCD module) [SYNTHETIC]",0.0582,"m2 panel area",222000,CITED,12.92
SYNTHETIC,27,5,"Assembly electricity [SYNTHETIC]",29,"kWh factory electricity",445,CITED,12.905
SYNTHETIC,27,6,"Packaging (cardboard) [SYNTHETIC]",1.16,"kg packaging material",1199.73,CITED,1.392
SYNTHETIC,27,7,"International shipping (sea, container) [SYNTHETIC]",66,"tonne-km",16.12,CITED,1.064
SYNTHETIC,27,8,"Use-phase electricity [SYNTHETIC]",222,"kWh lifetime electricity",445,CITED,98.79
SYNTHETIC,27,9,"Repair (replacement battery) [SYNTHETIC]",0.0603,"kWh replacement-battery capacity",74000,CITED,4.462
SYNTHETIC,27,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",2,"kg mass processed",-1170.4,CITED,-2.341
SYNTHETIC,28,1,"Aluminium casing [SYNTHETIC]",1.066,"kg aluminium",14800,CITED,15.777
SYNTHETIC,28,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.29,"kg populated board",185714,DERIVED_FROM_CITED,53.857
SYNTHETIC,28,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0651,"kWh cell capacity",74000,CITED,4.817
SYNTHETIC,28,4,"Screen (LCD module) [SYNTHETIC]",0.0616,"m2 panel area",222000,CITED,13.675
SYNTHETIC,28,5,"Assembly electricity [SYNTHETIC]",31.5,"kWh factory electricity",445,CITED,14.018
SYNTHETIC,28,6,"Packaging (cardboard) [SYNTHETIC]",0.73,"kg packaging material",1199.73,CITED,0.876
SYNTHETIC,28,7,"International shipping (sea, container) [SYNTHETIC]",52.8,"tonne-km",16.12,CITED,0.851
SYNTHETIC,28,8,"Use-phase electricity [SYNTHETIC]",142,"kWh lifetime electricity",445,CITED,63.19
SYNTHETIC,28,9,"Repair (replacement battery) [SYNTHETIC]",0.0734,"kWh replacement-battery capacity",74000,CITED,5.432
SYNTHETIC,28,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",1.92,"kg mass processed",-1170.4,CITED,-2.247
SYNTHETIC,29,1,"Aluminium casing [SYNTHETIC]",1.017,"kg aluminium",14800,CITED,15.052
SYNTHETIC,29,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.341,"kg populated board",185714,DERIVED_FROM_CITED,63.328
SYNTHETIC,29,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0619,"kWh cell capacity",74000,CITED,4.581
SYNTHETIC,29,4,"Screen (LCD module) [SYNTHETIC]",0.0549,"m2 panel area",222000,CITED,12.188
SYNTHETIC,29,5,"Assembly electricity [SYNTHETIC]",24.1,"kWh factory electricity",445,CITED,10.725
SYNTHETIC,29,6,"Packaging (cardboard) [SYNTHETIC]",0.78,"kg packaging material",1199.73,CITED,0.936
SYNTHETIC,29,7,"International shipping (sea, container) [SYNTHETIC]",64,"tonne-km",16.12,CITED,1.032
SYNTHETIC,29,8,"Use-phase electricity [SYNTHETIC]",133,"kWh lifetime electricity",445,CITED,59.185
SYNTHETIC,29,9,"Repair (replacement battery) [SYNTHETIC]",0.0592,"kWh replacement-battery capacity",74000,CITED,4.381
SYNTHETIC,29,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",2.04,"kg mass processed",-1170.4,CITED,-2.388
SYNTHETIC,30,1,"Aluminium casing [SYNTHETIC]",1.304,"kg aluminium",14800,CITED,19.299
SYNTHETIC,30,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.415,"kg populated board",185714,DERIVED_FROM_CITED,77.071
SYNTHETIC,30,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0651,"kWh cell capacity",74000,CITED,4.817
SYNTHETIC,30,4,"Screen (LCD module) [SYNTHETIC]",0.048,"m2 panel area",222000,CITED,10.656
SYNTHETIC,30,5,"Assembly electricity [SYNTHETIC]",16.9,"kWh factory electricity",445,CITED,7.52
SYNTHETIC,30,6,"Packaging (cardboard) [SYNTHETIC]",0.86,"kg packaging material",1199.73,CITED,1.032
SYNTHETIC,30,7,"International shipping (sea, container) [SYNTHETIC]",51.1,"tonne-km",16.12,CITED,0.824
SYNTHETIC,30,8,"Use-phase electricity [SYNTHETIC]",116,"kWh lifetime electricity",445,CITED,51.62
SYNTHETIC,30,9,"Repair (replacement battery) [SYNTHETIC]",0.0642,"kWh replacement-battery capacity",74000,CITED,4.751
SYNTHETIC,30,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",2.16,"kg mass processed",-1170.4,CITED,-2.528
SYNTHETIC,31,1,"Aluminium casing [SYNTHETIC]",1.234,"kg aluminium",14800,CITED,18.263
SYNTHETIC,31,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.355,"kg populated board",185714,DERIVED_FROM_CITED,65.928
SYNTHETIC,31,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0598,"kWh cell capacity",74000,CITED,4.425
SYNTHETIC,31,4,"Screen (LCD module) [SYNTHETIC]",0.062,"m2 panel area",222000,CITED,13.764
SYNTHETIC,31,5,"Assembly electricity [SYNTHETIC]",18.2,"kWh factory electricity",445,CITED,8.099
SYNTHETIC,31,6,"Packaging (cardboard) [SYNTHETIC]",1.19,"kg packaging material",1199.73,CITED,1.428
SYNTHETIC,31,7,"International shipping (sea, container) [SYNTHETIC]",61.6,"tonne-km",16.12,CITED,0.993
SYNTHETIC,31,8,"Use-phase electricity [SYNTHETIC]",225,"kWh lifetime electricity",445,CITED,100.125
SYNTHETIC,31,9,"Repair (replacement battery) [SYNTHETIC]",0.0663,"kWh replacement-battery capacity",74000,CITED,4.906
SYNTHETIC,31,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",2.46,"kg mass processed",-1170.4,CITED,-2.879
SYNTHETIC,32,1,"Aluminium casing [SYNTHETIC]",1.02,"kg aluminium",14800,CITED,15.096
SYNTHETIC,32,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.28,"kg populated board",185714,DERIVED_FROM_CITED,52
SYNTHETIC,32,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0709,"kWh cell capacity",74000,CITED,5.247
SYNTHETIC,32,4,"Screen (LCD module) [SYNTHETIC]",0.0604,"m2 panel area",222000,CITED,13.409
SYNTHETIC,32,5,"Assembly electricity [SYNTHETIC]",21.8,"kWh factory electricity",445,CITED,9.701
SYNTHETIC,32,6,"Packaging (cardboard) [SYNTHETIC]",0.63,"kg packaging material",1199.73,CITED,0.756
SYNTHETIC,32,7,"International shipping (sea, container) [SYNTHETIC]",63.8,"tonne-km",16.12,CITED,1.028
SYNTHETIC,32,8,"Use-phase electricity [SYNTHETIC]",190,"kWh lifetime electricity",445,CITED,84.55
SYNTHETIC,32,9,"Repair (replacement battery) [SYNTHETIC]",0.0516,"kWh replacement-battery capacity",74000,CITED,3.818
SYNTHETIC,32,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",2.42,"kg mass processed",-1170.4,CITED,-2.832
SYNTHETIC,33,1,"Aluminium casing [SYNTHETIC]",1.259,"kg aluminium",14800,CITED,18.633
SYNTHETIC,33,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.351,"kg populated board",185714,DERIVED_FROM_CITED,65.186
SYNTHETIC,33,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0521,"kWh cell capacity",74000,CITED,3.855
SYNTHETIC,33,4,"Screen (LCD module) [SYNTHETIC]",0.067,"m2 panel area",222000,CITED,14.874
SYNTHETIC,33,5,"Assembly electricity [SYNTHETIC]",31.3,"kWh factory electricity",445,CITED,13.928
SYNTHETIC,33,6,"Packaging (cardboard) [SYNTHETIC]",1.1,"kg packaging material",1199.73,CITED,1.32
SYNTHETIC,33,7,"International shipping (sea, container) [SYNTHETIC]",87,"tonne-km",16.12,CITED,1.402
SYNTHETIC,33,8,"Use-phase electricity [SYNTHETIC]",223,"kWh lifetime electricity",445,CITED,99.235
SYNTHETIC,33,9,"Repair (replacement battery) [SYNTHETIC]",0.0489,"kWh replacement-battery capacity",74000,CITED,3.619
SYNTHETIC,33,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",1.73,"kg mass processed",-1170.4,CITED,-2.025
SYNTHETIC,34,1,"Aluminium casing [SYNTHETIC]",1.322,"kg aluminium",14800,CITED,19.566
SYNTHETIC,34,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.362,"kg populated board",185714,DERIVED_FROM_CITED,67.228
SYNTHETIC,34,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.054,"kWh cell capacity",74000,CITED,3.996
SYNTHETIC,34,4,"Screen (LCD module) [SYNTHETIC]",0.0581,"m2 panel area",222000,CITED,12.898
SYNTHETIC,34,5,"Assembly electricity [SYNTHETIC]",25.3,"kWh factory electricity",445,CITED,11.258
SYNTHETIC,34,6,"Packaging (cardboard) [SYNTHETIC]",0.98,"kg packaging material",1199.73,CITED,1.176
SYNTHETIC,34,7,"International shipping (sea, container) [SYNTHETIC]",61.3,"tonne-km",16.12,CITED,0.988
SYNTHETIC,34,8,"Use-phase electricity [SYNTHETIC]",170,"kWh lifetime electricity",445,CITED,75.65
SYNTHETIC,34,9,"Repair (replacement battery) [SYNTHETIC]",0.0595,"kWh replacement-battery capacity",74000,CITED,4.403
SYNTHETIC,34,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",1.96,"kg mass processed",-1170.4,CITED,-2.294
SYNTHETIC,35,1,"Aluminium casing [SYNTHETIC]",1.369,"kg aluminium",14800,CITED,20.261
SYNTHETIC,35,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.319,"kg populated board",185714,DERIVED_FROM_CITED,59.243
SYNTHETIC,35,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0623,"kWh cell capacity",74000,CITED,4.61
SYNTHETIC,35,4,"Screen (LCD module) [SYNTHETIC]",0.0548,"m2 panel area",222000,CITED,12.166
SYNTHETIC,35,5,"Assembly electricity [SYNTHETIC]",31.3,"kWh factory electricity",445,CITED,13.928
SYNTHETIC,35,6,"Packaging (cardboard) [SYNTHETIC]",0.7,"kg packaging material",1199.73,CITED,0.84
SYNTHETIC,35,7,"International shipping (sea, container) [SYNTHETIC]",62.6,"tonne-km",16.12,CITED,1.009
SYNTHETIC,35,8,"Use-phase electricity [SYNTHETIC]",138,"kWh lifetime electricity",445,CITED,61.41
SYNTHETIC,35,9,"Repair (replacement battery) [SYNTHETIC]",0.0492,"kWh replacement-battery capacity",74000,CITED,3.641
SYNTHETIC,35,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",2.07,"kg mass processed",-1170.4,CITED,-2.423
SYNTHETIC,36,1,"Aluminium casing [SYNTHETIC]",1.183,"kg aluminium",14800,CITED,17.508
SYNTHETIC,36,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.287,"kg populated board",185714,DERIVED_FROM_CITED,53.3
SYNTHETIC,36,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0719,"kWh cell capacity",74000,CITED,5.321
SYNTHETIC,36,4,"Screen (LCD module) [SYNTHETIC]",0.0717,"m2 panel area",222000,CITED,15.917
SYNTHETIC,36,5,"Assembly electricity [SYNTHETIC]",28.4,"kWh factory electricity",445,CITED,12.638
SYNTHETIC,36,6,"Packaging (cardboard) [SYNTHETIC]",0.73,"kg packaging material",1199.73,CITED,0.876
SYNTHETIC,36,7,"International shipping (sea, container) [SYNTHETIC]",66.7,"tonne-km",16.12,CITED,1.075
SYNTHETIC,36,8,"Use-phase electricity [SYNTHETIC]",165,"kWh lifetime electricity",445,CITED,73.425
SYNTHETIC,36,9,"Repair (replacement battery) [SYNTHETIC]",0.0615,"kWh replacement-battery capacity",74000,CITED,4.551
SYNTHETIC,36,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",2.2,"kg mass processed",-1170.4,CITED,-2.575
SYNTHETIC,37,1,"Aluminium casing [SYNTHETIC]",1.02,"kg aluminium",14800,CITED,15.096
SYNTHETIC,37,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.319,"kg populated board",185714,DERIVED_FROM_CITED,59.243
SYNTHETIC,37,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.051,"kWh cell capacity",74000,CITED,3.774
SYNTHETIC,37,4,"Screen (LCD module) [SYNTHETIC]",0.0534,"m2 panel area",222000,CITED,11.855
SYNTHETIC,37,5,"Assembly electricity [SYNTHETIC]",21.3,"kWh factory electricity",445,CITED,9.479
SYNTHETIC,37,6,"Packaging (cardboard) [SYNTHETIC]",1.11,"kg packaging material",1199.73,CITED,1.332
SYNTHETIC,37,7,"International shipping (sea, container) [SYNTHETIC]",62.4,"tonne-km",16.12,CITED,1.006
SYNTHETIC,37,8,"Use-phase electricity [SYNTHETIC]",160,"kWh lifetime electricity",445,CITED,71.2
SYNTHETIC,37,9,"Repair (replacement battery) [SYNTHETIC]",0.0603,"kWh replacement-battery capacity",74000,CITED,4.462
SYNTHETIC,37,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",1.95,"kg mass processed",-1170.4,CITED,-2.282
SYNTHETIC,38,1,"Aluminium casing [SYNTHETIC]",1.313,"kg aluminium",14800,CITED,19.432
SYNTHETIC,38,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.392,"kg populated board",185714,DERIVED_FROM_CITED,72.8
SYNTHETIC,38,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0465,"kWh cell capacity",74000,CITED,3.441
SYNTHETIC,38,4,"Screen (LCD module) [SYNTHETIC]",0.0526,"m2 panel area",222000,CITED,11.677
SYNTHETIC,38,5,"Assembly electricity [SYNTHETIC]",27.8,"kWh factory electricity",445,CITED,12.371
SYNTHETIC,38,6,"Packaging (cardboard) [SYNTHETIC]",0.91,"kg packaging material",1199.73,CITED,1.092
SYNTHETIC,38,7,"International shipping (sea, container) [SYNTHETIC]",54.3,"tonne-km",16.12,CITED,0.875
SYNTHETIC,38,8,"Use-phase electricity [SYNTHETIC]",220,"kWh lifetime electricity",445,CITED,97.9
SYNTHETIC,38,9,"Repair (replacement battery) [SYNTHETIC]",0.0568,"kWh replacement-battery capacity",74000,CITED,4.203
SYNTHETIC,38,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",2.08,"kg mass processed",-1170.4,CITED,-2.434
SYNTHETIC,39,1,"Aluminium casing [SYNTHETIC]",0.802,"kg aluminium",14800,CITED,11.87
SYNTHETIC,39,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.307,"kg populated board",185714,DERIVED_FROM_CITED,57.014
SYNTHETIC,39,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.06,"kWh cell capacity",74000,CITED,4.44
SYNTHETIC,39,4,"Screen (LCD module) [SYNTHETIC]",0.0538,"m2 panel area",222000,CITED,11.944
SYNTHETIC,39,5,"Assembly electricity [SYNTHETIC]",21.9,"kWh factory electricity",445,CITED,9.745
SYNTHETIC,39,6,"Packaging (cardboard) [SYNTHETIC]",0.66,"kg packaging material",1199.73,CITED,0.792
SYNTHETIC,39,7,"International shipping (sea, container) [SYNTHETIC]",55.1,"tonne-km",16.12,CITED,0.888
SYNTHETIC,39,8,"Use-phase electricity [SYNTHETIC]",172,"kWh lifetime electricity",445,CITED,76.54
SYNTHETIC,39,9,"Repair (replacement battery) [SYNTHETIC]",0.0638,"kWh replacement-battery capacity",74000,CITED,4.721
SYNTHETIC,39,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",2.11,"kg mass processed",-1170.4,CITED,-2.47
SYNTHETIC,40,1,"Aluminium casing [SYNTHETIC]",0.999,"kg aluminium",14800,CITED,14.785
SYNTHETIC,40,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.413,"kg populated board",185714,DERIVED_FROM_CITED,76.7
SYNTHETIC,40,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0501,"kWh cell capacity",74000,CITED,3.707
SYNTHETIC,40,4,"Screen (LCD module) [SYNTHETIC]",0.0685,"m2 panel area",222000,CITED,15.207
SYNTHETIC,40,5,"Assembly electricity [SYNTHETIC]",26.6,"kWh factory electricity",445,CITED,11.837
SYNTHETIC,40,6,"Packaging (cardboard) [SYNTHETIC]",0.81,"kg packaging material",1199.73,CITED,0.972
SYNTHETIC,40,7,"International shipping (sea, container) [SYNTHETIC]",51.1,"tonne-km",16.12,CITED,0.824
SYNTHETIC,40,8,"Use-phase electricity [SYNTHETIC]",140,"kWh lifetime electricity",445,CITED,62.3
SYNTHETIC,40,9,"Repair (replacement battery) [SYNTHETIC]",0.0612,"kWh replacement-battery capacity",74000,CITED,4.529
SYNTHETIC,40,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",1.9,"kg mass processed",-1170.4,CITED,-2.224
SYNTHETIC,41,1,"Aluminium casing [SYNTHETIC]",1.215,"kg aluminium",14800,CITED,17.982
SYNTHETIC,41,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.386,"kg populated board",185714,DERIVED_FROM_CITED,71.686
SYNTHETIC,41,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0672,"kWh cell capacity",74000,CITED,4.973
SYNTHETIC,41,4,"Screen (LCD module) [SYNTHETIC]",0.0519,"m2 panel area",222000,CITED,11.522
SYNTHETIC,41,5,"Assembly electricity [SYNTHETIC]",24.8,"kWh factory electricity",445,CITED,11.036
SYNTHETIC,41,6,"Packaging (cardboard) [SYNTHETIC]",0.81,"kg packaging material",1199.73,CITED,0.972
SYNTHETIC,41,7,"International shipping (sea, container) [SYNTHETIC]",60.8,"tonne-km",16.12,CITED,0.98
SYNTHETIC,41,8,"Use-phase electricity [SYNTHETIC]",182,"kWh lifetime electricity",445,CITED,80.99
SYNTHETIC,41,9,"Repair (replacement battery) [SYNTHETIC]",0.0615,"kWh replacement-battery capacity",74000,CITED,4.551
SYNTHETIC,41,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",2.42,"kg mass processed",-1170.4,CITED,-2.832
SYNTHETIC,42,1,"Aluminium casing [SYNTHETIC]",1.067,"kg aluminium",14800,CITED,15.792
SYNTHETIC,42,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.338,"kg populated board",185714,DERIVED_FROM_CITED,62.771
SYNTHETIC,42,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0675,"kWh cell capacity",74000,CITED,4.995
SYNTHETIC,42,4,"Screen (LCD module) [SYNTHETIC]",0.0622,"m2 panel area",222000,CITED,13.808
SYNTHETIC,42,5,"Assembly electricity [SYNTHETIC]",25.6,"kWh factory electricity",445,CITED,11.392
SYNTHETIC,42,6,"Packaging (cardboard) [SYNTHETIC]",0.81,"kg packaging material",1199.73,CITED,0.972
SYNTHETIC,42,7,"International shipping (sea, container) [SYNTHETIC]",75.3,"tonne-km",16.12,CITED,1.214
SYNTHETIC,42,8,"Use-phase electricity [SYNTHETIC]",191,"kWh lifetime electricity",445,CITED,84.995
SYNTHETIC,42,9,"Repair (replacement battery) [SYNTHETIC]",0.0609,"kWh replacement-battery capacity",74000,CITED,4.507
SYNTHETIC,42,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",1.74,"kg mass processed",-1170.4,CITED,-2.036
SYNTHETIC,43,1,"Aluminium casing [SYNTHETIC]",0.98,"kg aluminium",14800,CITED,14.504
SYNTHETIC,43,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.331,"kg populated board",185714,DERIVED_FROM_CITED,61.471
SYNTHETIC,43,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0693,"kWh cell capacity",74000,CITED,5.128
SYNTHETIC,43,4,"Screen (LCD module) [SYNTHETIC]",0.0498,"m2 panel area",222000,CITED,11.056
SYNTHETIC,43,5,"Assembly electricity [SYNTHETIC]",29.5,"kWh factory electricity",445,CITED,13.127
SYNTHETIC,43,6,"Packaging (cardboard) [SYNTHETIC]",1.1,"kg packaging material",1199.73,CITED,1.32
SYNTHETIC,43,7,"International shipping (sea, container) [SYNTHETIC]",69.7,"tonne-km",16.12,CITED,1.124
SYNTHETIC,43,8,"Use-phase electricity [SYNTHETIC]",211,"kWh lifetime electricity",445,CITED,93.895
SYNTHETIC,43,9,"Repair (replacement battery) [SYNTHETIC]",0.071,"kWh replacement-battery capacity",74000,CITED,5.254
SYNTHETIC,43,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",1.87,"kg mass processed",-1170.4,CITED,-2.189
SYNTHETIC,44,1,"Aluminium casing [SYNTHETIC]",1.21,"kg aluminium",14800,CITED,17.908
SYNTHETIC,44,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.358,"kg populated board",185714,DERIVED_FROM_CITED,66.486
SYNTHETIC,44,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.056,"kWh cell capacity",74000,CITED,4.144
SYNTHETIC,44,4,"Screen (LCD module) [SYNTHETIC]",0.0596,"m2 panel area",222000,CITED,13.231
